no,VOC,pred,pred_수정
1538,"의료진이나 원무과에서 퇴원할 때 검사 결과 필요여부를 물어봐 주시면 좋을 것 같습니다. 그리고 검사 결과를 구체적으로 설명해 주시면 좋을 것 같다. 검사는 많이 했는데 구체적으로 무슨 검사를 했는지 알 수 없고 검사 결과 문제 있는 것 만 알려 주시니 좀 아쉬웠다.
예로 기본 검사에는 대략 이런 검사들이 있고 특별히 이런 검사를 해야하는데  어떤 부분에서 문제가 있고 기타 다른 부분은 괜찮다 등...

응급시 그라도 치료받을 수 있는 응급센터가 있어서 감사 드립니다.",['의사_부정'],
1542,"진료대기실 (해당의사 진료 대기시) 또는 문진작성 대기시
의자 비치요--- 서서 기다리니 정신산만하고 유동 인구와 부딪침

해당동을 색깔별로 구분 가능하게 ...(아니면 동 만이라도 
예- 어린이병동-노란색
 이비인후과 - 녹색
내과-빨강(심장의미) 등등


",['시설/환경_부정'],
1548,"비뇨의학과  래원환자 대 부분이  연로 하시고,
장시간 대기하는 실정인데,
대기실이 너무 협소하고  열악함.","['대기시간_부정','시설/환경_부정']",
1552,주의치나  간호사가  새벽에  사람들오는거 귀찮을수 있디만  그게 일이고 그일을 함으로써 월급 타는 사람들이    고객들한테 함부로 안햇으면 좋겠습니다! 수고하세요,['간호사_부정'],"['간호사_부정','의사_부정']"
1556,만족함,['시설/환경_긍정'],[]
1558,신장내과 사람들이 많아 대기실에 있기 불편해서 밖에 있는데 밖에도 대기모니터가 있으면 좋겠습니다,['시설/환경_부정'],
1563,"대기시간이너무길고
대기실의자가 부족합니다 특히 안과대기실.","['대기시간_부정','시설/환경_부정']",
1572,"수납처 직원이 불친절합니다. 제가 드린 질문에 대답을 안 하고 무시하는 태도를 보였고, 안내할 때 짜증이 섞인 말투로 대해서 가만히 있다가 기분이 나빠질 정도였습니다. 저는 수납하는 기본 절차만 거쳤으며 먼저 친절한 말투로 대했는데 짜증 섞인 말투로 답하시니 당황스럽더군요. 일이 힘드신 거 알아서 친절한 말투까진 바라지 않고 사무적인 태도로 대하는 것도 좋아요. 그런데 적어도 일이 힘든 것에 대한 불만을 병원에 방문한 환자에게 하는 건 아니지 않나요? 수납처는 병원 전체에 대한 일을 하는 곳이라 병원 전체에 대한 인식이 안 좋아집니다. 수납처 직원의 서비스가 개선되었으면 좋겠습니다. 

또한 의료진들은 구분이 갈 수 있게 가운을 제대로 입어주셨으면 좋겠습니다. 저는 피부과에서 의사 가운도 입지 않은 사람한테 시술을 받았는데, 이분이 의료진인지 그냥 직원인지 모르겠는 상태에서 시술을 받느라 받는 내내 불안했으며, 시술 도중에도 앞으로 어떤 시술이 진행될 것이며 어디가 아플 것인지 등에 대한 안내가 전혀 없었고 제가 여쭤본 후에야 알려주셨습니다. 보통 다른 병원에서는 시술이 들어가기 전에 '따끔해요' '물이니까 놀라지 마세요'와 같이 자극이 오기 전 안내를 해 주어서 치료를 받는 사람이 무서워하지 않고 대비할 수 있게 해 주는데, 명지병원은 큰 병원인데도 이러한 안내가 전혀 이루어지지 않아서 당황스러웠습니다. 저를 담당했던 의료진은 또한 상처를 지혈할 때 필요 이상으로 과하게 힘으로 눌러 환자에 대한 인간으로서의 배려 없이 상처만 빨리 지혈하자는 느낌을 받아 굉장히 불쾌했고, 의료기기를 트레이에 놓을 때도 가만히 놓는 게 아니라 집어던지듯이 놓으셔서 쇠가 쨍그랑하고 부딪히는 소리가 계속 났는데, 저는 가만히 누워서 움직일 수 없는 상태에서 이런 일이 10초에 한번씩 반복되니 공포감이 조성되었습니다. 
저를 담당하신 분이 의사인지 뭔진 모르겠는데, 적어도 피부에 칼을 대는 시술을 맡으셨으면 본인이 누구인지 먼저 간단히 밝히거나 신원이 특정되는 가운을 입으셨으면 좋겠고, 시술 도중 진행과정에 대해 미리 공지하여 환자가 다음의 자극에 대한 불안에 떨지 않도록 해 주시고, 의료기기를 집어던지지 말고 차분하게 진행해주셨으면 좋겠습니다. ",['직원_부정'],
1574,"검진 당일 검사.결과에 대한 간단한 설명과.상담 필요
검사 결과를 내원해서 설명받지 못하는 사람들을 위한
전화 상담 또는 화사상담 필요함.",['진료경험(진료/투약/검사/회진)_부정'],
1594," 친절해야 된다고 생각합니다
의료업도 서비스인데 시간만 떼우다 간다는 생각으로 잡담하면서 데스크에 있는 건 정말 아니라그 생각합니다. 대구에서는 최고의 병원인데 1-2년차 의사선생님들 의식 개선이 꼭 필요하다고 생각합니다",['의사_부정'],
1598,"모든 환자를 돌봐야 하는 상황에서 검사 후 대기시간이 너무 길었습니다. 추가 검사로 인하여 안내시간보다 훨씬 지체되기도 하였구요, 만약 지체가 된다면 바쁘시겠지만 별도의 안내도 있었으면 좋겠습니다.

보호자의 입장에서 본다면, 응급실이 분주하고 대부분의 의료진들이 환자를 위해 충분히 노력하고 있다는 점도 분명히 알고 있습니다.

다만, 보호자는 함께 동행한 환자의 상태가 중요하기 때문에 별도의 안내가 있기 전까지 환자케어를 위해 데스크 안쪽에 있는 분들이 대부분 의료진으로 판단을 하고

검사결과라든지, 담당의사라든지 궁금한 사항에 대해  충분히 문의를 할 수 있고, 제가 있는 동안에도 보호자가 실제로 문의를 하였습니다.

그 때, 데스크 안쪽에 있던 의사 중 한 명은 보호자의 그 어떠한 문의에도 돌아오는 답변은 짜증스런 말투로 ""모르겠다"", ""담당이 아니다"" 라는 답변 뿐

듣는 입장에서는 '아무것도 모르니까 나한테 묻지마라'는 식의 답변 뿐이였습니다.

아무리 바쁘더라도 무한정 의료진이 올 때까지 기다려야 하는 보호자의 답답한 심경만 할까 싶습니다. 아무리 경미한 환자여도 보호자는 답답한 심경으로 묻는 물음에 돌아오는 답변은 참으로 어이가 없었습니다.

보호자의 입장에서 조금만 친절할 순 없었을까 싶습니다. 물론, 대부분의 의료진이 지속적인 환자로 힘들고, 담당이 아닐 경우 모를 수 있습니다. 그렇더라도 조금만 보호자들을 배려해 주실 순 없었을까 하는 생각이 드는 건 어쩔 수 없습니다.",['대기시간_부정'],
1602,입원실 에어컨 설비 개선은 언제쯤 가능할까요?,['시설/환경_부정'],
1606,메인메뉴반찬 너무 적어요,['시설/환경_부정'],
1608,"응급실 특이상 대기시간이 긴건 알고 있지만 검사후 대기시간이나 절차에 대해서 설명이 이루어 졌으면 좋겠어요. 검사 받고 나서 몇시간후에 결과가나오는지 또 추후 검사는 언제쯤 이루어지는지 대략이라도 설명을 해주면...참 좋을거 같아요.
담당의사에게 진료를 받고 추가 검사가 있다고 전달받아서 응급실로 돌아왔으나 물어보기 전까지 후속 조취가 취해지지 않았으며, 
한참을 대기 하다가 물어보니 그때서야 추가검사에 대한 지시를 받았는지 받았으면 담당과에 접수가 되었는지의 대한 확인이 이루어졌습니다. (그때도 접수는 안되어 다른 분이 이행하여 주었습니다)
대기하는 동안 수액이 잘들어가지 않았는데 피가 계속 번번히 나와서 지나가는 간호사분들에게 몇번 얘기했지만 잘들어가고 있다 움직이지 않아야 한다고만 말씀하셨고(움직이지 않았고 , 수액을 처음맞는게 아닌 저로썬 피가 자꾸 나오는게 이해가 가지 않네요)
 얘기하지 않아도 피가 새는걸 보고 와서 조취를 취해주는건 딱 한분이었습니다. (20대 남자간호사 한분)
수액을 달고 7시간 가량있었으나 100미리 조차 들어가지 않았는데 .....이게 맞는건지 ..........겨우 그정도의 수액을 맞으려고 혈관아프게 수액을 달아야만 하였는지 아쉽네요...


",['대기시간_부정'],
1612,진료비 비싼거외에는 없음,['병원시스템_부정'],
1622,화장실 문고리가 빠져서 없었음. ,['시설/환경_부정'],
1624,"병원 은 좋은되간호사 피뽑는되 개선을 해야되겠습  난요번에. 1박2일. 하면서 입원  하면서 
피뽑는되  고생이 좀 했어요 ",['간호사_부정'],
1628,그냥 그대로도 무난할것같습니다    간호원들이 바쁘고힘든대도 열심히 잘하는거 같습니다,['간호사_긍정'],
1634,ㅇ,[],
1636,친절,['진료경험(진료/투약/검사/회진)_긍정'],[]
1644,"주차시설
의사샘이 너무 불친절 ","['주차_부정','의사_부정']",
1648,없습니다..,[],
1652,직원 친절요망,['직원_부정'],
1656,당뇨식도 맛있는 것으로,[],['시설/환경_부정']
1662,응급실 대기 장소가 너무 비좁다.,['시설/환경_부정'],
1668,주차문제해결,['주차_부정'],
1671,"입원.수술환자 본인 차량에 주차비를 청구하는것이 맞는건가요?
야간주차료가 청구되어 계산하였는데..
환자본인차량은 주차료 면제되어야하는것 아닌지..",['주차_부정'],['병원시스템_부정']
1675,입원할때 서류주고받았던 안경낀여자분은  핸드폰 본다고 정신없고 질문에도 고개숙여 폰만보는데 이런직원은 교육이 안된듯 합니다 씨씨티비 함 돌려보세요 어쩌고들있는지요,['직원_부정'],
1677,더생각해보고요,[],
1681,"너무 대기시간이 길고 의사들이 업무 보면서 욕을 너무 많이 합니다.
그리고 6구역 대기중에 어떤 아주머니가 의사 간호사들 모인 중앙데스크에서 의사에게 뭘 물어봤는데 그냥 대놓고 무시하고 계속 물어봐도 무시하고 간호사가 와서 대꾸를 해줬습니다.
의사들은 그 와중에 욕하면서 업무 보고있구요","['대기시간_부정','의사_부정']",
1687,에어컨 을개선해주세요,['시설/환경_부정'],
1690,경쟁 병뭔과 차별화 전략필요,['진료경험(진료/투약/검사/회진)_부정'],['병원시스템_부정']
1705,진료비를  좀 저렴하게  했으면  좋겠습니다.,['병원시스템_부정'],
1713,"건물이 오래되어 어쩔수없는 환경이겠지만 입원실에 바퀴벌레가 나와서 놀랬었습니다. 지금처럼,또는 지금보다 더 강력하게 방역에 신경써주시면 좋을것같습니다.",['시설/환경_부정'],
1717,"의료진 확보가  안되보셨음.
예약시간보다 무려2시간이나 대기를한다는건 진료의사의실력에 의구심이 생기며  진료보는대도 제대로 보는것인지
믿음이가지않고 병원을 옮겨야하나 하는  생각조차들게함.
모든환자가  너무긴대기시간을 힘들어하는걸봄.
의료진 확보에 신경을  써야할듯.",['대기시간_부정'],
1729,안올거 같습니다,[],
1735,"
규정대로 한다면서 융통성없음
원무과와 말이다름 퇴원환자 코로나 검사결과는문자로 
받을수 없고 시간도 오후늦게 4시이후라고함
지역이 멀어 확인서류 가지러 다시오기힘들다고하니 문자는 될수없다함 그러나 퇴원수속 받고 집으로 가는도중 몇 시간 지나지않아 문자 도착 너무기분 나쁨
","['진료경험(진료/투약/검사/회진)_부정','직원_부정']",
1739,환자들이치료외에휴식을취할수있는공간이너무부족하고종류도다양하지않아서불편합니다,['시설/환경_부정'],
1743,"병원내는 더다녀보면알겠고, 건물안약국에있는약들이다른약국에비해없는것들이많아보였음",['병원시스템_부정'],
1745,없어용,['시설/환경_부정'],
1755,"환경개선 필요.
너무 친절하지  않움",['시설/환경_부정'],"['시설/환경_부정','진료경험(진료/투약/검사/회진)_부정']"
1757,입원해서 너무너무 불편해서 아픈게 죄인이지 생각하고 퇴원 했습니다<BR/>간호사 선생님들은 동네 의원보다 주사를 못놨고 불친절 하십니다,['간호사_부정'],
1762,환경 개선이  필요할듯함,['시설/환경_부정'],
1766,의료진이 좀더 친절했음좋겠음,['의사_부정'],
1776,잆어요 ,[],
1789,"아이가 아파서 일반 병원에서 해결되지 않아 큰병원 가보라고 권유를 받았고 시간을 빼서 왔으나 무성의, 왜 이런걸로 굳이 진료를 받으러 왔는지 의문인듯 한 태도. 불친절 한건 평소에 성격이라고 이해해보겠으나 어떤 경우 이런 증상이 있을 수 있는지에 대한 설명은 들어야병원비가 안아까웠을꺼 같네요.",['진료경험(진료/투약/검사/회진)_부정'],
